boy lad,0.05000000000000071
tool implement,2.8
gem jewel,2.0
brother monk,3.95
lad wizard,2.6750000000000003
brother lad,0.4249999999999998
monk slave,3.15
automobile car,0.27500000000000036
forest graveyard,3.1
asylum madhouse,2.25
cemetery woodland,1.4000000000000004
midday noon,2.0
bird cock,1.1999999999999984
crane implement,1.7249999999999996
food fruit,0.14999999999999947
coast hill,2.85
bird crane,0.7249999999999996
food rooster,3.3
furnace stove,1.5749999999999984
monk oracle,2.95
noon string,2.375
magician wizard,0.5500000000000007
shore woodland,2.725
rooster voyage,0.8250000000000001
journey voyage,0.9000000000000004
car journey,3.75
glass magician,2.625
coast forest,1.0
cord smile,2.575
coast shore,1.8999999999999986
